,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
2216,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Nakamura,Hi","Caruana,F",1/2-1/2,2785.0,2808.0,draw,draw
2217,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Bacrot,E","Nakamura,Hi",1-0,2708.0,2785.0,"Bacrot,E","Nakamura,Hi"
2218,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Nakamura,Hi","Topalov,V",1-0,2785.0,2749.0,"Nakamura,Hi","Topalov,V"
2219,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Mamedyarov,S","Nakamura,Hi",1-0,2800.0,2785.0,"Mamedyarov,S","Nakamura,Hi"
2220,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Nakamura,Hi","Carlsen,M",1-0,2785.0,2832.0,"Nakamura,Hi","Carlsen,M"
2221,GCT Blitz Paris 2017,Paris FRA,2017-06-25,"Karjakin,Sergey","Nakamura,Hi",0-1,2781.0,2785.0,"Nakamura,Hi","Karjakin,Sergey"
2222,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-02,"Anand,V","Nakamura,Hi",1/2-1/2,2783.0,2792.0,draw,draw
2223,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-03,"Nakamura,Hi","Vachier Lagrave,M",1/2-1/2,2792.0,2791.0,draw,draw
2224,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-04,"So,W","Nakamura,Hi",1/2-1/2,2810.0,2792.0,draw,draw
2225,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-05,"Nepomniachtchi,I","Nakamura,Hi",1-0,2742.0,2792.0,"Nepomniachtchi,I","Nakamura,Hi"
2226,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-06,"Nakamura,Hi","Svidler,P",1/2-1/2,2792.0,2749.0,draw,draw
2227,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-08,"Carlsen,M","Nakamura,Hi",1/2-1/2,2822.0,2792.0,draw,draw
2228,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-09,"Nakamura,Hi","Aronian,L",0-1,2792.0,2809.0,"Aronian,L","Nakamura,Hi"
2229,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-10,"Caruana,F","Nakamura,Hi",1/2-1/2,2807.0,2792.0,draw,draw
2230,5th Sinquefield Cup 2017,Saint Louis USA,2017-08-11,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2792.0,2773.0,draw,draw
2231,Saint Louis Rapid 2017,Saint Louis USA,2017-08-14,"Anand,V","Nakamura,Hi",0-1,2783.0,2792.0,"Nakamura,Hi","Anand,V"
2232,Saint Louis Rapid 2017,Saint Louis USA,2017-08-14,"Nakamura,Hi","Kasparov,G",1/2-1/2,2792.0,2812.0,draw,draw
2233,Saint Louis Rapid 2017,Saint Louis USA,2017-08-14,Le Quang Liem,"Nakamura,Hi",1-0,2739.0,2792.0,Le Quang Liem,"Nakamura,Hi"
2234,Saint Louis Rapid 2017,Saint Louis USA,2017-08-15,"Nakamura,Hi","Caruana,F",1/2-1/2,2792.0,2807.0,draw,draw
2235,Saint Louis Rapid 2017,Saint Louis USA,2017-08-15,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2773.0,2792.0,draw,draw
2236,Saint Louis Rapid 2017,Saint Louis USA,2017-08-15,"Navara,D","Nakamura,Hi",0-1,2737.0,2792.0,"Nakamura,Hi","Navara,D"
2237,Saint Louis Rapid 2017,Saint Louis USA,2017-08-16,"Nakamura,Hi","Dominguez Perez,L",1/2-1/2,2792.0,2739.0,draw,draw
2238,Saint Louis Rapid 2017,Saint Louis USA,2017-08-16,"Aronian,L","Nakamura,Hi",1/2-1/2,2799.0,2792.0,draw,draw
2239,Saint Louis Rapid 2017,Saint Louis USA,2017-08-16,"Nakamura,Hi","Nepomniachtchi,I",1-0,2792.0,2751.0,"Nakamura,Hi","Nepomniachtchi,I"
2240,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Nakamura,Hi","Aronian,L",1/2-1/2,2792.0,2799.0,draw,draw
2241,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Nakamura,Hi",Le Quang Liem,1/2-1/2,2792.0,2739.0,draw,draw
2242,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Anand,V","Nakamura,Hi",1/2-1/2,2783.0,2792.0,draw,draw
2243,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Nakamura,Hi","Kasparov,G",1/2-1/2,2792.0,2812.0,draw,draw
2244,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Dominguez Perez,L","Nakamura,Hi",0-1,2739.0,2792.0,"Nakamura,Hi","Dominguez Perez,L"
2245,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Nakamura,Hi","Navara,D",1-0,2792.0,2737.0,"Nakamura,Hi","Navara,D"
2246,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Karjakin,Sergey","Nakamura,Hi",1-0,2773.0,2792.0,"Karjakin,Sergey","Nakamura,Hi"
2247,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Nakamura,Hi","Nepomniachtchi,I",1/2-1/2,2792.0,2751.0,draw,draw
2248,Saint Louis Blitz 2017,Saint Louis USA,2017-08-17,"Caruana,F","Nakamura,Hi",0-1,2807.0,2792.0,"Nakamura,Hi","Caruana,F"
2249,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Aronian,L","Nakamura,Hi",1/2-1/2,2799.0,2792.0,draw,draw
2250,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,Le Quang Liem,"Nakamura,Hi",1-0,2739.0,2792.0,Le Quang Liem,"Nakamura,Hi"
2251,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Nakamura,Hi","Anand,V",1-0,2792.0,2783.0,"Nakamura,Hi","Anand,V"
2252,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Kasparov,G","Nakamura,Hi",1-0,2812.0,2792.0,"Kasparov,G","Nakamura,Hi"
2253,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Nakamura,Hi","Dominguez Perez,L",0-1,2792.0,2739.0,"Dominguez Perez,L","Nakamura,Hi"
2254,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Navara,D","Nakamura,Hi",0-1,2737.0,2792.0,"Nakamura,Hi","Navara,D"
2255,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Nakamura,Hi","Karjakin,Sergey",1-0,2792.0,2773.0,"Nakamura,Hi","Karjakin,Sergey"
2256,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Nepomniachtchi,I","Nakamura,Hi",1/2-1/2,2751.0,2792.0,draw,draw
2257,Saint Louis Blitz 2017,Saint Louis USA,2017-08-18,"Nakamura,Hi","Caruana,F",1-0,2792.0,2807.0,"Nakamura,Hi","Caruana,F"
2258,FIDE World Cup 2017,Tbilisi GEO,2017-09-03,"Nakamura,Hi","Abdulla,AlR",1-0,2781.0,2454.0,"Nakamura,Hi","Abdulla,AlR"
2259,FIDE World Cup 2017,Tbilisi GEO,2017-09-04,"Abdulla,AlR","Nakamura,Hi",0-1,2454.0,2781.0,"Nakamura,Hi","Abdulla,AlR"
2260,FIDE World Cup 2017,Tbilisi GEO,2017-09-06,"Bruzon Batista,L","Nakamura,Hi",1/2-1/2,2651.0,2781.0,draw,draw
2261,FIDE World Cup 2017,Tbilisi GEO,2017-09-07,"Nakamura,Hi","Bruzon Batista,L",1/2-1/2,2781.0,2651.0,draw,draw
2262,FIDE World Cup 2017,Tbilisi GEO,2017-09-08,"Bruzon Batista,L","Nakamura,Hi",1/2-1/2,2651.0,2781.0,draw,draw
2263,FIDE World Cup 2017,Tbilisi GEO,2017-09-08,"Nakamura,Hi","Bruzon Batista,L",1-0,2781.0,2651.0,"Nakamura,Hi","Bruzon Batista,L"
2264,FIDE World Cup 2017,Tbilisi GEO,2017-09-09,"Nakamura,Hi","Fedoseev,Vl3",1/2-1/2,2781.0,2731.0,draw,draw
2265,FIDE World Cup 2017,Tbilisi GEO,2017-09-10,"Fedoseev,Vl3","Nakamura,Hi",1-0,2731.0,2781.0,"Fedoseev,Vl3","Nakamura,Hi"
2266,chess.com IoM Masters,Douglas ENG,2017-09-23,"Neelotpal,D","Nakamura,Hi",0-1,2448.0,2781.0,"Nakamura,Hi","Neelotpal,D"
2267,chess.com IoM Masters,Douglas ENG,2017-09-24,"Nakamura,Hi","Olafsson,H1",1-0,2781.0,2512.0,"Nakamura,Hi","Olafsson,H1"
2268,chess.com IoM Masters,Douglas ENG,2017-09-25,"Shirov,A","Nakamura,Hi",1/2-1/2,2630.0,2781.0,draw,draw
2269,chess.com IoM Masters,Douglas ENG,2017-09-26,"Nakamura,Hi","Sethuraman,S",1/2-1/2,2781.0,2617.0,draw,draw
2270,chess.com IoM Masters,Douglas ENG,2017-09-27,"Sargissian,G","Nakamura,Hi",0-1,2652.0,2781.0,"Nakamura,Hi","Sargissian,G"
2271,chess.com IoM Masters,Douglas ENG,2017-09-28,"Nakamura,Hi","Lenderman,A",1/2-1/2,2781.0,2565.0,draw,draw
2272,chess.com IoM Masters,Douglas ENG,2017-09-29,"Wagner,De","Nakamura,Hi",0-1,2564.0,2781.0,"Nakamura,Hi","Wagner,De"
2273,chess.com IoM Masters,Douglas ENG,2017-09-30,"Nakamura,Hi","Sutovsky,E",1-0,2781.0,2683.0,"Nakamura,Hi","Sutovsky,E"
2274,chess.com IoM Masters,Douglas ENG,2017-10-01,"Carlsen,M","Nakamura,Hi",1/2-1/2,2827.0,2781.0,draw,draw
2275,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1-0,2802.0,2786.0,"Caruana,F","Nakamura,Hi"
2276,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2277,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1/2-1/2,2802.0,2786.0,draw,draw
2278,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2279,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1/2-1/2,2802.0,2786.0,draw,draw
2280,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1/2-1/2,2786.0,2802.0,draw,draw
2281,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",0-1,2802.0,2786.0,"Nakamura,Hi","Caruana,F"
2282,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1/2-1/2,2786.0,2802.0,draw,draw
2283,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1-0,2802.0,2786.0,"Caruana,F","Nakamura,Hi"
2284,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1/2-1/2,2786.0,2802.0,draw,draw
2285,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1/2-1/2,2802.0,2786.0,draw,draw
2286,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2287,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2288,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",0-1,2802.0,2786.0,"Nakamura,Hi","Caruana,F"
2289,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",0-1,2786.0,2802.0,"Caruana,F","Nakamura,Hi"
2290,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",0-1,2802.0,2786.0,"Nakamura,Hi","Caruana,F"
2291,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2292,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1/2-1/2,2802.0,2786.0,draw,draw
2293,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",0-1,2786.0,2802.0,"Caruana,F","Nakamura,Hi"
2294,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",1/2-1/2,2802.0,2786.0,draw,draw
2295,chess.com Speed 1m+1spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",0-1,2786.0,2802.0,"Caruana,F","Nakamura,Hi"
2296,chess.com Speed 3m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2297,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Nakamura,Hi","Caruana,F",1-0,2786.0,2802.0,"Nakamura,Hi","Caruana,F"
2298,chess.com Speed 5m+2spm 2017,chess.com INT,2017-11-02,"Caruana,F","Nakamura,Hi",0-1,2802.0,2786.0,"Nakamura,Hi","Caruana,F"
2299,Champions Showdown G30,Saint Louis USA,2017-11-09,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2300,Champions Showdown G30,Saint Louis USA,2017-11-09,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2301,Champions Showdown G30,Saint Louis USA,2017-11-09,"Topalov,V","Nakamura,Hi",1-0,2749.0,2780.0,"Topalov,V","Nakamura,Hi"
2302,Champions Showdown G30,Saint Louis USA,2017-11-09,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2303,Champions Showdown G20,Saint Louis USA,2017-11-10,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2304,Champions Showdown G20,Saint Louis USA,2017-11-10,"Nakamura,Hi","Topalov,V",1/2-1/2,2780.0,2749.0,draw,draw
2305,Champions Showdown G20,Saint Louis USA,2017-11-10,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2306,Champions Showdown G20,Saint Louis USA,2017-11-10,"Nakamura,Hi","Topalov,V",1/2-1/2,2780.0,2749.0,draw,draw
2307,Champions Showdown G20,Saint Louis USA,2017-11-10,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2308,Champions Showdown G20,Saint Louis USA,2017-11-10,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2309,Champions Showdown G10,Saint Louis USA,2017-11-11,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2310,Champions Showdown G10,Saint Louis USA,2017-11-11,"Nakamura,Hi","Topalov,V",0-1,2780.0,2749.0,"Topalov,V","Nakamura,Hi"
2311,Champions Showdown G10,Saint Louis USA,2017-11-11,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2312,Champions Showdown G10,Saint Louis USA,2017-11-11,"Nakamura,Hi","Topalov,V",0-1,2780.0,2749.0,"Topalov,V","Nakamura,Hi"
2313,Champions Showdown G10,Saint Louis USA,2017-11-11,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2314,Champions Showdown G10,Saint Louis USA,2017-11-11,"Nakamura,Hi","Topalov,V",1/2-1/2,2780.0,2749.0,draw,draw
2315,Champions Showdown G10,Saint Louis USA,2017-11-11,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2316,Champions Showdown G10,Saint Louis USA,2017-11-11,"Nakamura,Hi","Topalov,V",1/2-1/2,2780.0,2749.0,draw,draw
2317,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2318,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2319,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2320,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2321,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2322,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2323,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2324,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2325,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",0-1,2749.0,2780.0,"Nakamura,Hi","Topalov,V"
2326,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2327,Champions Showdown G5,Saint Louis USA,2017-11-12,"Topalov,V","Nakamura,Hi",1/2-1/2,2749.0,2780.0,draw,draw
2328,Champions Showdown G5,Saint Louis USA,2017-11-12,"Nakamura,Hi","Topalov,V",1-0,2780.0,2749.0,"Nakamura,Hi","Topalov,V"
2329,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-16,"Eljanov,P","Nakamura,Hi",1/2-1/2,2707.0,2780.0,draw,draw
2330,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-17,"Nakamura,Hi","Jakovenko,D",1/2-1/2,2780.0,2721.0,draw,draw
2331,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-18,"Tomashevsky,E","Nakamura,Hi",1/2-1/2,2702.0,2780.0,draw,draw
2332,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-19,"Nakamura,Hi","Radjabov,T",1-0,2780.0,2741.0,"Nakamura,Hi","Radjabov,T"
2333,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-20,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2796.0,2780.0,draw,draw
2334,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-22,"Nakamura,Hi",Ding Liren,1/2-1/2,2780.0,2774.0,draw,draw
2335,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-23,"Svidler,P","Nakamura,Hi",1/2-1/2,2763.0,2780.0,draw,draw
2336,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-24,"Nakamura,Hi","Harikrishna,P",1/2-1/2,2780.0,2738.0,draw,draw
2337,Palma De Mallorca GP 2017,Palma de Mallorca ESP,2017-11-25,"Nakamura,Hi","Aronian,L",1/2-1/2,2780.0,2801.0,draw,draw
2338,9th London Classic 2017,London ENG,2017-12-01,"Nakamura,Hi","Anand,V",1/2-1/2,2781.0,2782.0,draw,draw
2339,9th London Classic 2017,London ENG,2017-12-03,"Vachier Lagrave,M","Nakamura,Hi",1/2-1/2,2789.0,2781.0,draw,draw
2340,9th London Classic 2017,London ENG,2017-12-04,"Nakamura,Hi","So,W",1/2-1/2,2781.0,2788.0,draw,draw
2341,9th London Classic 2017,London ENG,2017-12-05,"Nakamura,Hi","Nepomniachtchi,I",1/2-1/2,2781.0,2729.0,draw,draw
2342,9th London Classic 2017,London ENG,2017-12-06,"Adams,Mi","Nakamura,Hi",1/2-1/2,2715.0,2781.0,draw,draw
2343,9th London Classic 2017,London ENG,2017-12-08,"Nakamura,Hi","Carlsen,M",1/2-1/2,2781.0,2837.0,draw,draw
2344,9th London Classic 2017,London ENG,2017-12-09,"Aronian,L","Nakamura,Hi",1/2-1/2,2805.0,2781.0,draw,draw
2345,9th London Classic 2017,London ENG,2017-12-10,"Nakamura,Hi","Caruana,F",1/2-1/2,2781.0,2799.0,draw,draw
2346,9th London Classic 2017,London ENG,2017-12-11,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2760.0,2781.0,draw,draw
2347,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1-0,2783.0,2786.0,"Karjakin,Sergey","Nakamura,Hi"
2348,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1-0,2786.0,2783.0,"Nakamura,Hi","Karjakin,Sergey"
2349,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2350,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2351,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2352,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1-0,2786.0,2783.0,"Nakamura,Hi","Karjakin,Sergey"
2353,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1-0,2786.0,2783.0,"Nakamura,Hi","Karjakin,Sergey"
2354,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2355,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2356,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2357,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2358,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1-0,2786.0,2783.0,"Nakamura,Hi","Karjakin,Sergey"
2359,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",0-1,2783.0,2786.0,"Nakamura,Hi","Karjakin,Sergey"
2360,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",0-1,2786.0,2783.0,"Karjakin,Sergey","Nakamura,Hi"
2361,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1-0,2783.0,2786.0,"Karjakin,Sergey","Nakamura,Hi"
2362,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2363,chess.com Speed 1m+1spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2364,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2365,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",0-1,2783.0,2786.0,"Nakamura,Hi","Karjakin,Sergey"
2366,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2367,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1-0,2786.0,2783.0,"Nakamura,Hi","Karjakin,Sergey"
2368,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2369,chess.com Speed 3m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",0-1,2786.0,2783.0,"Karjakin,Sergey","Nakamura,Hi"
2370,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2371,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Nakamura,Hi","Karjakin,Sergey",1/2-1/2,2786.0,2783.0,draw,draw
2372,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2373,chess.com Speed 5m+2spm 2017,chess.com INT,2017-12-16,"Karjakin,Sergey","Nakamura,Hi",1/2-1/2,2783.0,2786.0,draw,draw
2374,chess.com Speed 5m+2spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1/2-1/2,2832.0,2786.0,draw,draw
2375,chess.com Speed 1m+1spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",0-1,2786.0,2832.0,"Carlsen,M","Nakamura,Hi"
2376,chess.com Speed 1m+1spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1-0,2832.0,2786.0,"Carlsen,M","Nakamura,Hi"
2377,chess.com Speed 1m+1spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",1/2-1/2,2786.0,2832.0,draw,draw
2378,chess.com Speed 1m+1spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1-0,2832.0,2786.0,"Carlsen,M","Nakamura,Hi"
2379,chess.com Speed 3m+2spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",1/2-1/2,2786.0,2832.0,draw,draw
2380,chess.com Speed 3m+2spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1-0,2832.0,2786.0,"Carlsen,M","Nakamura,Hi"
2381,chess.com Speed 3m+2spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",1/2-1/2,2786.0,2832.0,draw,draw
2382,chess.com Speed 3m+2spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",0-1,2786.0,2832.0,"Carlsen,M","Nakamura,Hi"
2383,chess.com Speed 3m+2spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1/2-1/2,2832.0,2786.0,draw,draw
2384,chess.com Speed 5m+2spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1-0,2832.0,2786.0,"Carlsen,M","Nakamura,Hi"
2385,chess.com Speed 5m+2spm 2017,chess.com INT,2018-01-03,"Nakamura,Hi","Carlsen,M",0-1,2786.0,2832.0,"Carlsen,M","Nakamura,Hi"
2386,chess.com Speed 1m+1spm 2017,chess.com INT,2018-01-03,"Carlsen,M","Nakamura,Hi",1-0,2832.0,2786.0,"Carlsen,M","Nakamura,Hi"
