,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
197,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Ljubojevic, Ljubomir",1/2-1/2,2690,2645,draw,draw
198,Bugojno,Bugojno,1982-01-01,"Polugaevsky, Lev","Kasparov, Gary",1/2-1/2,2625,2690,draw,draw
199,Bugojno,Bugojno,1982-01-01,"Andersson, Ulf","Kasparov, Gary",1/2-1/2,2635,2690,draw,draw
200,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Gligoric, Svetozar",1-0,2690,2510,"Kasparov, Gary","Gligoric, Svetozar"
201,Bugojno,Bugojno,1982-01-01,"Spassky, Boris V","Kasparov, Gary",1/2-1/2,2605,2690,draw,draw
202,Bugojno,Bugojno,1982-01-01,"Ivanovic, Bozidar","Kasparov, Gary",1/2-1/2,2480,2690,draw,draw
203,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Najdorf, Miguel",1-0,2630,2510,"Kasparov, Gary","Najdorf, Miguel"
204,Bugojno,Bugojno,1982-01-01,"Kavalek, Lubomir","Kasparov, Gary",0-1,2595,2630,"Kasparov, Gary","Kavalek, Lubomir"
205,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Petrosian, Tigran V",1-0,2630,2585,"Kasparov, Gary","Petrosian, Tigran V"
206,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Huebner, Robert",1/2-1/2,2690,2620,draw,draw
207,Bugojno,Bugojno,1982-01-01,"Kasparov, Gary","Ivkov, Borislav",1-0,2690,2475,"Kasparov, Gary","Ivkov, Borislav"
208,Luzern ol (Men),Luzern,1982-01-01,"Sarapu, Ortvin","Kasparov, Gary",0-1,2315,2675,"Kasparov, Gary","Sarapu, Ortvin"
209,Luzern ol (Men),Luzern,1982-01-01,"Alburt, Lev O","Kasparov, Gary",0-1,2565,2675,"Kasparov, Gary","Alburt, Lev O"
210,Luzern ol (Men),Luzern,1982-01-01,"Kasparov, Gary","Gligoric, Svetozar",1-0,2675,2530,"Kasparov, Gary","Gligoric, Svetozar"
211,Luzern ol (Men),Luzern,1982-01-01,"Smejkal, Jan","Kasparov, Gary",1/2-1/2,2565,2675,draw,draw
212,Luzern ol (Men),Luzern,1982-01-01,"Kasparov, Gary","Sosonko, Gennadi",1/2-1/2,2675,2575,draw,draw
213,Luzern ol (Men),Luzern,1982-01-01,"Huebner, Robert","Kasparov, Gary",1/2-1/2,2630,2675,draw,draw
214,Luzern ol (Men),Luzern,1982-01-01,"Ribli, Zoltan","Kasparov, Gary",1/2-1/2,2580,2675,draw,draw
215,Luzern ol (Men),Luzern,1982-01-01,"Kasparov, Gary","Nunn, John DM",1-0,2675,2565,"Kasparov, Gary","Nunn, John DM"
216,Luzern ol (Men),Luzern,1982-01-01,"Kortschnoj, Viktor","Kasparov, Gary",0-1,2635,2675,"Kasparov, Gary","Kortschnoj, Viktor"
217,Luzern ol (Men),Luzern,1982-01-01,"Kasparov, Gary","Suba, Mihai",1-0,2675,2525,"Kasparov, Gary","Suba, Mihai"
218,Luzern ol (Men),Luzern,1982-01-01,"Kasparov, Gary","Andersson, Ulf",1/2-1/2,2675,2610,draw,draw
219,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Sax, Gyula",1-0,2675,2590,"Kasparov, Gary","Sax, Gyula"
220,Moscow Interzonal,Moscow,1982-01-01,"Quinteros, Miguel A","Kasparov, Gary",1/2-1/2,2520,2675,draw,draw
221,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Murrey, Jacob",1-0,2630,2500,"Kasparov, Gary","Murrey, Jacob"
222,Moscow Interzonal,Moscow,1982-01-01,"Geller, Efim P","Kasparov, Gary",1/2-1/2,2565,2675,draw,draw
223,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Tal, Mihail",1/2-1/2,2675,2610,draw,draw
224,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1/2-1/2,2675,2620,draw,draw
225,Moscow Interzonal,Moscow,1982-01-01,"Christiansen, Larry Mark","Kasparov, Gary",0-1,2575,2675,"Kasparov, Gary","Christiansen, Larry Mark"
226,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Garcia Gonzales, Guillermo",1/2-1/2,2675,2500,draw,draw
227,Moscow Interzonal,Moscow,1982-01-01,"Andersson, Ulf","Kasparov, Gary",1/2-1/2,2610,2675,draw,draw
228,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Rodriguez, Ruben",1-0,2675,2415,"Kasparov, Gary","Rodriguez, Ruben"
229,Moscow Interzonal,Moscow,1982-01-01,"Van der Wiel, John TH","Kasparov, Gary",0-1,2520,2675,"Kasparov, Gary","Van der Wiel, John TH"
230,Moscow Interzonal,Moscow,1982-01-01,"Kasparov, Gary","Gheorghiu, Florin",1-0,2675,2535,"Kasparov, Gary","Gheorghiu, Florin"
231,Moscow Interzonal,Moscow,1982-01-01,"Velimirovic, Dragoljub","Kasparov, Gary",0-1,2495,2675,"Kasparov, Gary","Velimirovic, Dragoljub"
232,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",0-1,2690,2610,"Kortschnoj, Viktor","Kasparov, Gary"
233,Candidats sf1,London,1983-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2610,2690,draw,draw
234,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1/2-1/2,2690,2610,draw,draw
235,Candidats sf1,London,1983-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2610,2690,draw,draw
236,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1/2-1/2,2690,2610,draw,draw
237,Candidats sf1,London,1983-01-01,"Kortschnoj, Viktor","Kasparov, Gary",0-1,2610,2690,"Kasparov, Gary","Kortschnoj, Viktor"
238,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1-0,2690,2610,"Kasparov, Gary","Kortschnoj, Viktor"
239,Candidats sf1,London,1983-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2610,2690,draw,draw
240,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1-0,2690,2610,"Kasparov, Gary","Kortschnoj, Viktor"
241,Candidats sf1,London,1983-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2610,2690,draw,draw
242,Candidats sf1,London,1983-01-01,"Kasparov, Gary","Kortschnoj, Viktor",1-0,2690,2610,"Kasparov, Gary","Kortschnoj, Viktor"
243,Moscow tt,Moscow,1983-01-01,"Kasparov, Gary","Tal, Mihail",1/2-1/2,2690,2620,draw,draw
244,Candidats qf2,Moscow,1983-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1/2-1/2,2690,2590,draw,draw
245,Candidats qf2,Moscow,1983-01-01,"Beliavsky, Alexander G","Kasparov, Gary",0-1,2570,2690,"Kasparov, Gary","Beliavsky, Alexander G"
246,Candidats qf2,Moscow,1983-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1/2-1/2,2690,2570,draw,draw
247,Candidats qf2,Moscow,1983-01-01,"Beliavsky, Alexander G","Kasparov, Gary",1-0,2570,2690,"Beliavsky, Alexander G","Kasparov, Gary"
248,Candidats qf2,Moscow,1983-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1-0,2690,2570,"Kasparov, Gary","Beliavsky, Alexander G"
249,Candidats qf2,Moscow,1983-01-01,"Beliavsky, Alexander G","Kasparov, Gary",1/2-1/2,2570,2690,draw,draw
250,Candidats qf2,Moscow,1983-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1/2-1/2,2690,2570,draw,draw
251,Candidats qf2,Moscow,1983-01-01,"Beliavsky, Alexander G","Kasparov, Gary",0-1,2570,2690,"Kasparov, Gary","Beliavsky, Alexander G"
252,Candidats qf2,Moscow,1983-01-01,"Kasparov, Gary","Beliavsky, Alexander G",1-0,2690,2570,"Kasparov, Gary","Beliavsky, Alexander G"
253,Niksic,Niksic,1983-01-01,"Seirawan, Yasser","Kasparov, Gary",0-1,2605,2690,"Kasparov, Gary","Seirawan, Yasser"
254,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Petrosian, Tigran V",1-0,2690,2580,"Kasparov, Gary","Petrosian, Tigran V"
255,Niksic,Niksic,1983-01-01,"Sax, Gyula","Kasparov, Gary",1/2-1/2,2570,2690,draw,draw
256,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Portisch, Lajos",1-0,2690,2600,"Kasparov, Gary","Portisch, Lajos"
257,Niksic,Niksic,1983-01-01,"Ljubojevic, Ljubomir","Kasparov, Gary",0-1,2645,2690,"Kasparov, Gary","Ljubojevic, Ljubomir"
258,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Ivanovic, Bozidar",1-0,2690,2515,"Kasparov, Gary","Ivanovic, Bozidar"
259,Niksic,Niksic,1983-01-01,"Larsen, Bent","Kasparov, Gary",0-1,2565,2690,"Kasparov, Gary","Larsen, Bent"
260,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Spassky, Boris V",0-1,2690,2605,"Spassky, Boris V","Kasparov, Gary"
261,Niksic,Niksic,1983-01-01,"Nikolic, Predrag","Kasparov, Gary",0-1,2540,2690,"Kasparov, Gary","Nikolic, Predrag"
262,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Tal, Mihail",1/2-1/2,2690,2620,draw,draw
263,Niksic,Niksic,1983-01-01,"Miles, Anthony J","Kasparov, Gary",1/2-1/2,2585,2690,draw,draw
264,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Andersson, Ulf",1/2-1/2,2690,2640,draw,draw
265,Niksic,Niksic,1983-01-01,"Timman, Jan H","Kasparov, Gary",0-1,2605,2690,"Kasparov, Gary","Timman, Jan H"
266,Niksic,Niksic,1983-01-01,"Kasparov, Gary","Gligoric, Svetozar",1-0,2690,2505,"Kasparov, Gary","Gligoric, Svetozar"
267,URS-World,London,1984-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2610,2710,draw,draw
268,URS-World,London,1984-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2710,2610,draw,draw
269,URS-World,London,1984-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2610,2710,draw,draw
270,URS-World,London,1984-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2710,2610,"Kasparov, Gary","Timman, Jan H"
271,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
272,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
273,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2705,2715,"Karpov, Anatoly","Kasparov, Gary"
274,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
275,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
276,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",0-1,2715,2705,"Karpov, Anatoly","Kasparov, Gary"
277,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2705,2715,"Karpov, Anatoly","Kasparov, Gary"
278,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
279,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2705,2715,"Karpov, Anatoly","Kasparov, Gary"
280,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
281,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
282,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
283,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
284,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
285,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
286,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
287,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
288,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
289,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
290,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
291,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
292,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
293,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
294,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
295,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
296,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
297,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2705,2715,"Karpov, Anatoly","Kasparov, Gary"
298,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
299,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
300,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
301,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
302,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2715,2705,"Kasparov, Gary","Karpov, Anatoly"
303,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
304,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
305,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
306,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
307,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
308,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
309,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
310,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
311,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
312,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
313,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
314,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
315,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2705,2715,draw,draw
316,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2715,2705,draw,draw
317,World Championship 31th-KK1,Moscow,1984-01-01,"Karpov, Anatoly","Kasparov, Gary",0-1,2705,2715,"Kasparov, Gary","Karpov, Anatoly"
318,World Championship 31th-KK1,Moscow,1984-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2715,2705,"Kasparov, Gary","Karpov, Anatoly"
319,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1/2-1/2,2710,2600,draw,draw
320,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",1/2-1/2,2600,2710,draw,draw
321,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1-0,2710,2600,"Kasparov, Gary","Smyslov, Vassily"
322,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",0-1,2600,2710,"Kasparov, Gary","Smyslov, Vassily"
323,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1/2-1/2,2710,2600,draw,draw
324,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",1/2-1/2,2600,2710,draw,draw
325,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1/2-1/2,2710,2600,draw,draw
326,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",1/2-1/2,2600,2710,draw,draw
327,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1-0,2710,2600,"Kasparov, Gary","Smyslov, Vassily"
328,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",1/2-1/2,2600,2710,draw,draw
329,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1/2-1/2,2710,2600,draw,draw
330,Candidats final,Vilnius,1984-01-01,"Smyslov, Vassily","Kasparov, Gary",0-1,2600,2710,"Kasparov, Gary","Smyslov, Vassily"
331,Candidats final,Vilnius,1984-01-01,"Kasparov, Gary","Smyslov, Vassily",1/2-1/2,2710,2600,draw,draw
332,Hamburg m,Hamburg,1985-07-01,"Kasparov, Gary","Huebner, Robert",1-0,2715,2605,"Kasparov, Gary","Huebner, Robert"
333,Belgrade m,Belgrade,1985-01-01,"Kasparov, Gary","Andersson, Ulf",1/2-1/2,2715,2575,draw,draw
334,Belgrade m,Belgrade,1985-01-01,"Andersson, Ulf","Kasparov, Gary",1/2-1/2,2575,2715,draw,draw
335,Belgrade m,Belgrade,1985-01-01,"Kasparov, Gary","Andersson, Ulf",1-0,2715,2575,"Kasparov, Gary","Andersson, Ulf"
336,Belgrade m,Belgrade,1985-01-01,"Andersson, Ulf","Kasparov, Gary",1/2-1/2,2575,2715,draw,draw
337,Belgrade m,Belgrade,1985-01-01,"Kasparov, Gary","Andersson, Ulf",1-0,2715,2575,"Kasparov, Gary","Andersson, Ulf"
338,Belgrade m,Belgrade,1985-01-01,"Andersson, Ulf","Kasparov, Gary",1/2-1/2,2575,2715,draw,draw
339,HSK-Kasparov simul,Hamburg,1985-01-01,"Kasparov, Gary","Hess, Christian",1/2-1/2,2700,2260,draw,draw
340,HSK-Kasparov simul,Hamburg,1985-01-01,"Behrhorst, Frank","Kasparov, Gary",0-1,2320,2700,"Kasparov, Gary","Behrhorst, Frank"
341,HSK-Kasparov simul,Hamburg,1985-01-01,"Kasparov, Gary","Reefschlaeger, Helmut",1/2-1/2,2700,2395,draw,draw
342,HSK-Kasparov simul,Hamburg,1985-01-01,"Chandler, Murray G","Kasparov, Gary",1-0,2525,2700,"Chandler, Murray G","Kasparov, Gary"
343,HSK-Kasparov simul,Hamburg,1985-01-01,"Cordes, Hans Joerg","Kasparov, Gary",1-0,2310,2700,"Cordes, Hans Joerg","Kasparov, Gary"
344,HSK-Kasparov simul,Hamburg,1985-01-01,"Kasparov, Gary","Gruenberg, Rainer",1-0,2700,2270,"Kasparov, Gary","Gruenberg, Rainer"
345,HSK-Kasparov simul,Hamburg,1985-01-01,"Kasparov, Gary","Wegner, Hannu",1/2-1/2,2700,2210,draw,draw
346,HSK-Kasparov simul,Hamburg,1985-01-01,"Wahls, Matthias","Kasparov, Gary",1-0,2285,2700,"Wahls, Matthias","Kasparov, Gary"
347,Hamburg m,Hamburg,1985-01-01,"Huebner, Robert","Kasparov, Gary",0-1,2605,2715,"Kasparov, Gary","Huebner, Robert"
348,Hamburg m,Hamburg,1985-01-01,"Kasparov, Gary","Huebner, Robert",1-0,2715,2605,"Kasparov, Gary","Huebner, Robert"
349,Hamburg m,Hamburg,1985-01-01,"Huebner, Robert","Kasparov, Gary",1/2-1/2,2605,2715,draw,draw
350,Hamburg m,Hamburg,1985-01-01,"Huebner, Robert","Kasparov, Gary",1/2-1/2,2605,2715,draw,draw
351,Hamburg m,Hamburg,1985-01-01,"Kasparov, Gary","Huebner, Robert",1/2-1/2,2715,2605,draw,draw
352,Hilversum KRO m,Hilversum,1985-01-01,"Timman, Jan H","Kasparov, Gary",0-1,2640,2700,"Kasparov, Gary","Timman, Jan H"
353,Hilversum KRO m,Hilversum,1985-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2700,2640,"Kasparov, Gary","Timman, Jan H"
354,Hilversum KRO m,Hilversum,1985-01-01,"Timman, Jan H","Kasparov, Gary",1-0,2640,2700,"Timman, Jan H","Kasparov, Gary"
355,Hilversum KRO m,Hilversum,1985-01-01,"Kasparov, Gary","Timman, Jan H",1/2-1/2,2700,2640,draw,draw
356,Hilversum KRO m,Hilversum,1985-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2640,2700,draw,draw
357,Hilversum KRO m,Hilversum,1985-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2700,2640,"Kasparov, Gary","Timman, Jan H"
358,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2700,2720,"Kasparov, Gary","Karpov, Anatoly"
359,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
360,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
361,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2720,2700,"Karpov, Anatoly","Kasparov, Gary"
362,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",0-1,2700,2720,"Karpov, Anatoly","Kasparov, Gary"
363,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
364,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
365,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
366,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
367,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
368,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2700,2720,"Kasparov, Gary","Karpov, Anatoly"
369,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
370,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
371,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
372,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
373,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",0-1,2720,2700,"Kasparov, Gary","Karpov, Anatoly"
374,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
375,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
376,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1-0,2700,2720,"Kasparov, Gary","Karpov, Anatoly"
377,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2720,2700,draw,draw
378,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
379,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",1-0,2720,2700,"Karpov, Anatoly","Kasparov, Gary"
380,World Championship 32th-KK2,Moscow,1985-01-01,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,2700,2720,draw,draw
381,World Championship 32th-KK2,Moscow,1985-01-01,"Karpov, Anatoly","Kasparov, Gary",0-1,2720,2700,"Kasparov, Gary","Karpov, Anatoly"
382,Basel m,Basel,1986-01-01,"Kasparov, Gary","Miles, Anthony J",1-0,2720,2610,"Kasparov, Gary","Miles, Anthony J"
383,Basel m,Basel,1986-01-01,"Miles, Anthony J","Kasparov, Gary",0-1,2610,2720,"Kasparov, Gary","Miles, Anthony J"
384,Basel m,Basel,1986-01-01,"Kasparov, Gary","Miles, Anthony J",1-0,2720,2610,"Kasparov, Gary","Miles, Anthony J"
385,Basel m,Basel,1986-01-01,"Miles, Anthony J","Kasparov, Gary",1/2-1/2,2610,2720,draw,draw
386,Basel m,Basel,1986-01-01,"Kasparov, Gary","Miles, Anthony J",1-0,2720,2610,"Kasparov, Gary","Miles, Anthony J"
387,Basel m,Basel,1986-01-01,"Miles, Anthony J","Kasparov, Gary",0-1,2610,2720,"Kasparov, Gary","Miles, Anthony J"
388,OHRA-A,Brussels,1986-01-01,"Nunn, John DM","Kasparov, Gary",0-1,2590,2740,"Kasparov, Gary","Nunn, John DM"
389,OHRA-A,Brussels,1986-01-01,"Short, Nigel D","Kasparov, Gary",1-0,2615,2740,"Short, Nigel D","Kasparov, Gary"
390,OHRA-A,Brussels,1986-01-01,"Portisch, Lajos","Kasparov, Gary",1/2-1/2,2605,2740,draw,draw
391,OHRA-A,Brussels,1986-01-01,"Huebner, Robert","Kasparov, Gary",0-1,2620,2740,"Kasparov, Gary","Huebner, Robert"
392,OHRA-A,Brussels,1986-01-01,"Kortschnoj, Viktor","Kasparov, Gary",1/2-1/2,2650,2740,draw,draw
393,OHRA-A,Brussels,1986-01-01,"Kasparov, Gary","Portisch, Lajos",1-0,2740,2605,"Kasparov, Gary","Portisch, Lajos"
