Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
10.0,153.0,3.0,17.3,2.0,2.5,6,9.0,2.0,5.0,2.8,649.0
7.0,80.0,4.0,12.5,3.0,2.3,4,25.0,1.0,5.0,1.26,1579.0
2.0,36.0,3.0,15.6,0.0,1.1,4,25.0,1.0,2.0,2.0,224.0
4.0,178.0,3.0,15.6,3.0,2.7,8,15.0,0.0,5.0,2.33,899.0
7.0,6.0,3.0,15.6,3.0,1.6,6,15.0,0.0,5.0,1.91,619.0
4.0,210.0,4.0,12.5,3.0,2.5,8,15.0,1.0,5.0,1.36,1472.2
10.0,353.0,4.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.32,1499.0
10.0,445.0,0.0,15.6,3.0,2.5,8,15.0,0.0,5.0,2.08,959.0
4.0,180.0,3.0,15.6,3.0,1.8,8,5.0,0.0,5.0,2.2,985.0
2.0,103.0,1.0,17.3,3.0,2.8,12,9.0,2.0,2.0,3.0,949.0
16.0,331.0,3.0,15.6,3.0,2.5,8,25.0,1.0,5.0,2.0,1064.0
4.0,265.0,5.0,15.6,3.0,2.8,8,15.0,2.0,5.0,1.78,2408.0
0.0,321.0,4.0,14.0,3.0,1.8,8,15.0,1.0,5.0,1.6,884.0
4.0,173.0,3.0,15.6,0.0,2.4,8,9.0,1.0,5.0,2.3,469.01
16.0,250.0,4.0,12.5,3.0,2.7,8,27.0,1.0,5.0,1.1,1790.0
10.0,387.0,3.0,15.6,0.0,2.0,4,3.0,1.0,5.0,2.1,429.0
4.0,202.0,3.0,13.3,0.0,2.0,4,25.0,1.0,5.0,1.65,849.0
10.0,443.0,0.0,14.0,3.0,2.5,4,3.0,1.0,5.0,1.8,638.0
2.0,409.0,3.0,15.6,0.0,2.5,4,15.0,1.0,5.0,2.0,586.19
7.0,273.0,3.0,15.6,0.0,2.0,4,3.0,1.0,5.0,1.63,689.0
10.0,447.0,0.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.3,1034.0
7.0,274.0,3.0,15.6,3.0,2.4,4,25.0,1.0,5.0,2.04,685.0
11.0,127.0,1.0,14.0,3.0,2.6,16,17.0,2.0,5.0,1.7,1769.0
7.0,274.0,3.0,15.6,0.0,2.5,8,9.0,2.0,5.0,2.04,846.5
10.0,152.0,3.0,15.6,3.0,2.0,4,25.0,1.0,5.0,2.2,409.0
2.0,427.0,3.0,15.6,0.0,1.1,4,9.0,1.0,2.0,2.0,398.99
4.0,177.0,0.0,13.3,3.0,1.8,8,15.0,1.0,5.0,1.62,869.01
4.0,204.0,3.0,15.6,0.0,2.3,4,25.0,1.0,5.0,2.06,481.98
4.0,173.0,3.0,15.6,0.0,2.4,6,9.0,1.0,5.0,2.3,459.0
2.0,461.0,0.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.27,928.0
10.0,339.0,3.0,13.3,3.0,2.4,8,15.0,1.0,5.0,1.4,949.0
7.0,94.0,3.0,17.3,3.0,1.8,16,9.0,2.0,5.0,2.9,1059.0
10.0,155.0,3.0,15.6,3.0,2.5,16,1.0,0.0,5.0,2.5,1099.0
11.0,130.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,1.8,2094.48
4.0,441.0,3.0,15.6,13.0,2.8,16,27.0,2.0,5.0,2.06,2397.0
2.0,101.0,1.0,17.3,3.0,2.8,8,9.0,2.0,5.0,3.0,1187.0
4.0,190.0,1.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.65,1195.0
2.0,102.0,1.0,17.3,3.0,2.5,8,4.0,2.0,5.0,3.0,938.0
2.0,436.0,3.0,15.6,0.0,2.5,4,25.0,2.0,5.0,2.2,720.32
4.0,181.0,1.0,15.6,3.0,2.5,8,9.0,2.0,5.0,2.56,819.0
4.0,205.0,3.0,15.6,3.0,2.5,8,9.0,1.0,5.0,2.06,955.0
4.0,188.0,1.0,15.6,13.0,2.8,8,4.0,2.0,5.0,2.62,1498.0
4.0,441.0,3.0,15.6,13.0,2.8,16,11.0,2.0,5.0,2.06,2399.0
7.0,26.0,3.0,17.3,2.0,2.0,8,15.0,1.0,5.0,2.5,639.9
10.0,217.0,1.0,15.6,3.0,2.5,8,9.0,2.0,5.0,2.4,819.0
2.0,268.0,3.0,15.6,3.0,2.5,8,9.0,1.0,5.0,2.37,749.0
4.0,416.0,3.0,15.6,0.0,2.0,4,25.0,1.0,5.0,2.29,490.0
7.0,35.0,3.0,15.6,0.0,2.5,4,15.0,0.0,5.0,1.86,369.0
7.0,34.0,3.0,15.6,0.0,2.5,4,25.0,1.0,5.0,1.86,485.0
2.0,462.0,4.0,15.6,3.0,2.8,16,27.0,2.0,5.0,1.8,1983.0
7.0,76.0,0.0,11.6,0.0,1.1,4,22.0,1.0,1.0,1.4,615.0
4.0,208.0,3.0,15.6,3.0,2.6,16,27.0,1.0,5.0,1.93,1426.66
7.0,314.0,0.0,13.3,3.0,2.4,8,15.0,1.0,5.0,1.48,1629.0
0.0,56.0,3.0,15.6,0.0,2.0,4,25.0,1.0,5.0,2.4,410.8
7.0,34.0,3.0,15.6,3.0,1.6,4,15.0,1.0,5.0,1.86,398.99
16.0,249.0,3.0,13.3,0.0,2.3,8,15.0,1.0,5.0,1.5,1210.0
2.0,300.0,1.0,17.3,3.0,2.6,16,29.0,2.0,5.0,2.73,1799.0
4.0,185.0,3.0,17.3,3.0,1.8,8,4.0,0.0,2.0,2.8,1099.0
10.0,146.0,3.0,14.0,0.0,1.1,4,25.0,1.0,5.0,2.1,299.0
7.0,81.0,3.0,14.0,0.0,2.4,4,15.0,1.0,5.0,1.48,1099.99
11.0,120.0,1.0,17.3,3.0,2.8,8,17.0,2.0,5.0,2.7,1199.0
7.0,318.0,2.0,11.6,0.0,1.6,2,22.0,1.0,5.0,1.17,209.0
4.0,173.0,3.0,15.6,0.0,2.4,6,9.0,1.0,5.0,2.3,459.0
7.0,13.0,3.0,15.6,0.0,2.7,6,9.0,1.0,5.0,2.04,579.0
10.0,341.0,3.0,14.0,3.0,1.6,8,15.0,0.0,5.0,1.75,1116.02
7.0,275.0,3.0,17.3,3.0,2.7,8,15.0,2.0,5.0,2.63,1200.0
4.0,180.0,3.0,15.6,3.0,1.8,8,19.0,0.0,5.0,2.02,1142.4
0.0,57.0,3.0,15.6,3.0,2.5,8,17.0,2.0,5.0,2.4,799.0
10.0,157.0,3.0,14.0,3.0,2.7,8,27.0,0.0,4.0,1.5,799.0
7.0,232.0,3.0,15.6,3.0,2.7,8,9.0,2.0,5.0,1.91,979.0
4.0,415.0,3.0,15.6,0.0,2.3,4,25.0,1.0,7.0,2.24,737.0
0.0,54.0,3.0,15.6,0.0,1.6,4,25.0,1.0,2.0,2.4,289.0
10.0,341.0,3.0,14.0,3.0,1.6,8,15.0,1.0,5.0,1.75,1049.0
7.0,277.0,5.0,15.6,3.0,2.9,8,27.0,1.0,5.0,2.31,1534.0
2.0,411.0,4.0,15.6,3.0,2.5,8,15.0,2.0,5.0,1.7,977.0
4.0,172.0,3.0,15.6,0.0,1.6,4,25.0,1.0,2.0,2.2,324.0
2.0,464.0,4.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.45,1280.0
6.0,248.0,4.0,12.3,8.0,1.3,16,27.0,1.0,1.0,1.1,2199.0
4.0,172.0,3.0,15.6,0.0,1.6,4,25.0,1.0,2.0,2.2,274.9
4.0,185.0,3.0,17.3,3.0,1.6,8,4.0,0.0,2.0,2.8,889.0
7.0,275.0,3.0,17.3,3.0,1.6,8,4.0,2.0,5.0,2.5,977.0
10.0,361.0,3.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.3,1011.99
4.0,178.0,3.0,15.6,3.0,2.5,8,15.0,0.0,5.0,2.36,889.0
0.0,51.0,3.0,15.6,3.0,2.5,4,9.0,2.0,5.0,2.23,616.0
7.0,86.0,4.0,12.5,0.0,2.5,4,15.0,1.0,5.0,1.26,1559.0
10.0,349.0,3.0,14.0,3.0,2.3,8,8.0,1.0,7.0,1.7,1199.0
0.0,317.0,0.0,13.3,3.0,1.6,8,15.0,1.0,5.0,1.5,847.0
15.0,233.0,4.0,13.3,3.0,2.5,8,15.0,1.0,5.0,0.81,1499.0
4.0,180.0,3.0,15.6,3.0,1.8,8,15.0,0.0,5.0,2.2,919.0
11.0,112.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.9,2029.0
4.0,440.0,4.0,13.3,13.0,1.8,8,15.0,1.0,5.0,1.21,1949.0
0.0,40.0,3.0,15.6,0.0,3.0,6,9.0,0.0,5.0,2.1,409.0
4.0,419.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,2.18,795.0
1.0,225.0,4.0,15.4,11.0,2.7,16,27.0,0.0,8.0,1.83,2537.45
10.0,217.0,1.0,15.6,3.0,2.8,16,27.0,2.0,5.0,2.4,1199.0
10.0,404.0,3.0,15.6,3.0,1.6,8,15.0,1.0,5.0,2.05,739.0
7.0,315.0,0.0,13.3,13.0,1.6,8,15.0,1.0,5.0,1.29,1499.0
4.0,37.0,1.0,15.6,3.0,2.9,16,17.0,2.0,5.0,3.49,2813.75
10.0,144.0,3.0,15.6,3.0,2.5,4,9.0,2.0,5.0,2.4,609.0
11.0,108.0,1.0,15.6,3.0,2.6,8,4.0,2.0,5.0,2.4,1229.0
10.0,159.0,3.0,14.0,3.0,2.5,4,15.0,1.0,5.0,1.7,699.0
4.0,181.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.56,1060.49
10.0,355.0,3.0,15.6,3.0,2.7,8,27.0,1.0,5.0,1.99,1729.0
10.0,391.0,3.0,15.6,0.0,2.3,4,3.0,1.0,5.0,2.1,493.0
7.0,81.0,3.0,14.0,3.0,2.3,4,25.0,1.0,5.0,1.54,1000.0
4.0,440.0,4.0,13.3,13.0,1.8,16,11.0,1.0,5.0,1.21,2499.0
10.0,166.0,3.0,15.6,3.0,2.5,6,15.0,1.0,5.0,2.2,579.0
10.0,217.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.5,1048.0
10.0,450.0,0.0,13.3,12.0,2.5,16,27.0,1.0,5.0,1.3,1499.0
4.0,440.0,4.0,13.3,12.0,2.7,8,15.0,1.0,5.0,1.29,1477.0
2.0,98.0,1.0,15.6,3.0,3.0,8,9.0,0.0,5.0,2.45,699.0
2.0,423.0,3.0,15.6,3.0,1.1,4,9.0,1.0,5.0,2.0,344.0
4.0,208.0,3.0,15.6,0.0,2.5,4,25.0,1.0,5.0,1.9,825.0
2.0,301.0,1.0,17.3,3.0,2.8,8,17.0,2.0,5.0,2.7,1599.0
2.0,412.0,3.0,15.6,0.0,1.8,4,25.0,0.0,5.0,2.0,349.0
0.0,58.0,3.0,15.6,3.0,2.5,12,4.0,2.0,5.0,2.4,1009.0
7.0,1.0,3.0,15.6,0.0,2.5,6,9.0,0.0,5.0,2.19,764.0
2.0,296.0,1.0,15.6,3.0,2.6,16,17.0,2.0,5.0,2.34,2325.0
10.0,153.0,3.0,17.3,2.0,2.5,4,9.0,2.0,5.0,2.79,589.0
10.0,373.0,4.0,14.0,9.0,2.7,8,27.0,1.0,5.0,1.13,2282.0
0.0,378.0,3.0,13.3,0.0,2.3,4,3.0,1.0,5.0,1.6,655.0
13.0,320.0,4.0,13.5,6.0,2.2,4,3.0,1.0,6.0,1.25,989.0
7.0,84.0,0.0,13.3,3.0,2.5,4,15.0,1.0,5.0,1.28,1700.0
10.0,149.0,3.0,15.6,0.0,1.1,4,9.0,1.0,5.0,2.2,309.0
10.0,142.0,3.0,15.6,0.0,2.3,8,9.0,1.0,5.0,2.29,459.0
7.0,244.0,1.0,15.6,3.0,2.8,8,9.0,2.0,5.0,2.62,899.0
10.0,162.0,3.0,15.6,3.0,2.6,8,9.0,2.0,5.0,2.6,899.0
4.0,440.0,4.0,13.3,3.0,1.6,8,15.0,1.0,5.0,1.23,1399.0
1.0,225.0,4.0,13.3,10.0,2.9,8,27.0,1.0,8.0,1.37,1958.9
4.0,419.0,3.0,15.6,3.0,2.5,8,9.0,1.0,5.0,2.18,836.0
10.0,141.0,3.0,14.0,0.0,1.6,2,22.0,1.0,5.0,1.42,249.0
7.0,280.0,3.0,14.0,0.0,2.5,4,25.0,1.0,5.0,1.64,779.0
4.0,440.0,4.0,13.3,3.0,2.7,8,15.0,1.0,5.0,1.29,1458.0
4.0,178.0,3.0,15.6,0.0,2.0,4,3.0,0.0,5.0,2.3,499.0
4.0,440.0,4.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.29,1499.0
4.0,416.0,3.0,15.6,0.0,2.4,4,9.0,1.0,5.0,2.18,586.6
7.0,34.0,3.0,15.6,0.0,1.6,4,25.0,1.0,4.0,1.86,259.0
0.0,266.0,1.0,17.3,3.0,2.6,16,4.0,2.0,5.0,4.2,1935.0
2.0,287.0,1.0,17.3,3.0,2.7,32,27.0,2.0,5.0,3.8,2799.0
18.0,228.0,4.0,13.3,3.0,2.3,8,15.0,2.0,5.0,1.28,935.0
11.0,139.0,1.0,18.4,3.0,2.9,32,29.0,2.0,5.0,4.4,2799.0
0.0,72.0,3.0,15.6,0.0,1.5,2,7.0,1.0,1.0,2.19,199.0
10.0,148.0,3.0,15.6,3.0,2.5,4,3.0,0.0,5.0,2.2,399.0
7.0,32.0,3.0,15.6,0.0,2.3,4,25.0,1.0,4.0,2.1,476.99
4.0,181.0,1.0,15.6,3.0,2.5,8,15.0,2.0,5.0,2.56,879.0
7.0,272.0,3.0,13.3,3.0,1.6,4,25.0,1.0,5.0,1.49,675.0
16.0,335.0,4.0,14.0,3.0,2.6,16,27.0,2.0,5.0,1.47,1764.0
7.0,84.0,0.0,13.3,3.0,2.8,16,15.0,1.0,5.0,1.28,1975.0
4.0,173.0,3.0,15.6,0.0,2.4,6,9.0,1.0,5.0,2.3,459.0
10.0,217.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.5,1249.0
0.0,51.0,3.0,15.6,3.0,2.7,8,15.0,2.0,5.0,2.2,832.0
4.0,440.0,4.0,13.3,13.0,1.6,8,3.0,1.0,5.0,1.21,1599.0
0.0,231.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,2.7,1260.0
10.0,151.0,3.0,15.6,0.0,2.5,8,21.0,2.0,4.0,2.2,549.0
11.0,132.0,1.0,17.3,3.0,2.8,16,19.0,2.0,5.0,2.43,2449.0
15.0,233.0,4.0,15.0,3.0,2.7,8,15.0,1.0,5.0,1.17,1699.0
10.0,342.0,3.0,15.6,0.0,2.0,4,3.0,1.0,5.0,2.3,565.0
10.0,401.0,3.0,15.6,3.0,2.5,8,4.0,0.0,5.0,1.9,817.95
10.0,151.0,3.0,15.6,3.0,2.5,4,3.0,1.0,4.0,2.2,468.0
4.0,188.0,1.0,15.6,3.0,2.8,8,9.0,2.0,5.0,2.62,1199.0
4.0,180.0,4.0,15.6,3.0,1.6,8,9.0,0.0,5.0,1.9,663.0
10.0,340.0,3.0,14.0,3.0,2.5,4,25.0,1.0,5.0,1.87,785.0
2.0,288.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,4.3,1799.0
7.0,273.0,3.0,14.0,3.0,2.5,8,15.0,2.0,5.0,1.64,1049.26
7.0,31.0,3.0,17.3,3.0,2.5,6,21.0,0.0,5.0,2.71,699.0
16.0,307.0,3.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.5,973.0
7.0,284.0,3.0,15.6,3.0,2.3,8,15.0,1.0,5.0,2.31,1165.0
2.0,426.0,3.0,15.6,0.0,1.1,4,9.0,1.0,5.0,2.0,339.0
7.0,283.0,3.0,14.0,3.0,2.3,8,15.0,1.0,7.0,1.95,1195.0
0.0,322.0,4.0,13.3,3.0,1.2,8,15.0,1.0,5.0,1.12,989.0
4.0,188.0,1.0,15.6,3.0,2.5,8,1.0,2.0,5.0,2.65,949.0
12.0,311.0,3.0,13.3,3.0,1.1,4,24.0,1.0,5.0,1.2,369.0
16.0,327.0,3.0,14.0,0.0,2.3,4,25.0,1.0,5.0,1.75,915.0
2.0,410.0,1.0,15.6,3.0,2.8,8,4.0,2.0,5.0,1.99,1350.0
7.0,17.0,3.0,15.6,3.0,3.0,4,15.0,0.0,5.0,1.91,488.99
4.0,180.0,3.0,15.6,3.0,1.6,8,4.0,0.0,5.0,2.2,719.0
10.0,144.0,4.0,15.6,3.0,2.7,6,15.0,2.0,5.0,1.54,831.0
7.0,80.0,4.0,12.5,0.0,2.3,4,15.0,1.0,5.0,1.26,1244.0
4.0,440.0,4.0,13.3,3.0,2.4,8,15.0,1.0,5.0,1.23,1379.0
10.0,355.0,3.0,15.6,3.0,2.5,8,27.0,1.0,5.0,1.95,1962.99
4.0,180.0,3.0,15.6,3.0,1.6,8,21.0,0.0,5.0,2.02,759.0
4.0,440.0,4.0,13.3,3.0,1.8,8,15.0,1.0,5.0,1.21,1649.0
2.0,104.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,3.0,1504.0
16.0,329.0,3.0,15.6,3.0,2.5,16,27.0,2.0,5.0,2.4,1403.0
0.0,55.0,3.0,15.6,0.0,1.1,4,25.0,1.0,5.0,2.4,380.0
10.0,448.0,0.0,15.6,13.0,2.8,16,27.0,2.0,5.0,2.0,1899.0
4.0,173.0,3.0,15.6,0.0,2.5,8,21.0,1.0,5.0,2.36,557.37
3.0,199.0,3.0,15.6,3.0,1.44,4,32.0,1.0,5.0,1.89,248.9
4.0,192.0,0.0,17.3,3.0,1.6,12,9.0,2.0,5.0,2.77,999.0
10.0,160.0,3.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.1,999.0
11.0,113.0,1.0,17.3,3.0,2.8,16,17.0,2.0,5.0,2.7,1598.0
7.0,460.0,5.0,17.3,3.0,2.9,16,15.0,2.0,7.0,3.0,4389.0
14.0,64.0,4.0,12.5,13.0,2.5,8,15.0,1.0,5.0,1.25,1029.0
7.0,236.0,1.0,17.3,3.0,2.8,12,9.0,2.0,5.0,2.62,1799.0
4.0,207.0,3.0,14.0,3.0,2.8,8,15.0,2.0,5.0,1.64,1179.0
1.0,224.0,4.0,11.6,0.0,1.6,4,14.0,1.0,3.0,1.08,959.0
10.0,450.0,0.0,13.3,12.0,2.2,16,11.0,1.0,5.0,1.3,1799.0
0.0,41.0,3.0,17.3,3.0,2.7,4,15.0,2.0,5.0,3.0,702.0
3.0,198.0,3.0,15.6,3.0,1.44,4,32.0,1.0,5.0,1.89,244.99
4.0,212.0,4.0,12.5,0.0,2.3,4,25.0,1.0,7.0,1.5,1135.15
7.0,12.0,3.0,15.6,0.0,2.5,8,15.0,1.0,5.0,1.91,579.0
2.0,471.0,4.0,13.3,12.0,2.5,8,15.0,1.0,5.0,1.2,1129.0
4.0,188.0,1.0,15.6,13.0,2.8,16,27.0,2.0,5.0,2.62,1679.0
4.0,173.0,3.0,15.6,3.0,2.5,8,9.0,0.0,5.0,2.24,565.0
7.0,82.0,3.0,15.6,0.0,2.3,4,25.0,1.0,7.0,1.88,932.0
4.0,38.0,1.0,17.3,13.0,2.8,32,29.0,2.0,5.0,4.42,3147.37
7.0,278.0,0.0,11.6,0.0,1.1,4,15.0,1.0,5.0,1.45,775.0
4.0,440.0,0.0,13.3,12.0,1.3,8,27.0,1.0,5.0,1.24,2013.1
10.0,147.0,3.0,15.6,3.0,3.6,6,15.0,0.0,5.0,2.2,549.0
10.0,448.0,0.0,15.6,3.0,2.8,8,15.0,1.0,5.0,2.0,1299.0
14.0,64.0,4.0,12.5,13.0,2.5,16,27.0,1.0,5.0,1.29,1799.0
10.0,453.0,0.0,13.9,13.0,1.8,16,27.0,1.0,5.0,1.4,1849.0
7.0,28.0,3.0,17.3,3.0,2.5,4,25.0,0.0,5.0,2.71,439.0
2.0,380.0,3.0,14.0,3.0,2.4,4,15.0,1.0,5.0,2.0,769.0
7.0,242.0,3.0,15.6,3.0,2.6,6,9.0,2.0,5.0,2.18,799.0
7.0,272.0,3.0,13.3,3.0,1.8,8,27.0,1.0,5.0,1.49,1103.0
4.0,440.0,4.0,13.3,12.0,2.4,8,15.0,1.0,5.0,1.23,1379.0
0.0,41.0,3.0,15.6,3.0,1.8,8,9.0,2.0,5.0,2.2,689.0
4.0,263.0,5.0,15.6,3.0,2.7,8,15.0,2.0,5.0,2.0,2135.0
4.0,417.0,4.0,13.3,3.0,1.6,8,15.0,1.0,5.0,1.41,949.0
10.0,153.0,3.0,17.3,2.0,2.7,6,4.0,2.0,5.0,2.8,949.0
7.0,457.0,5.0,17.3,3.0,2.6,8,9.0,0.0,7.0,3.0,2899.0
4.0,173.0,3.0,15.6,0.0,2.4,6,9.0,1.0,5.0,2.3,439.0
2.0,407.0,3.0,14.0,0.0,1.1,4,22.0,1.0,5.0,1.5,286.0
12.0,312.0,3.0,14.0,4.0,1.92,4,23.0,1.0,5.0,1.4,265.0
1.0,223.0,4.0,12.0,7.0,1.2,8,26.0,1.0,3.0,0.92,1279.0
10.0,369.0,4.0,14.0,3.0,2.6,12,15.0,1.0,5.0,1.4,1673.0
7.0,8.0,3.0,15.6,0.0,2.5,8,21.0,0.0,5.0,2.04,629.0
4.0,180.0,3.0,15.6,3.0,1.6,4,15.0,0.0,5.0,2.2,749.0
10.0,359.0,3.0,13.3,3.0,2.4,4,8.0,1.0,5.0,1.44,735.0
16.0,257.0,3.0,13.3,3.0,2.3,4,3.0,1.0,7.0,1.2,1195.0
10.0,358.0,0.0,13.3,3.0,2.7,8,27.0,1.0,5.0,1.37,1970.0
4.0,211.0,4.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.36,1639.0
4.0,177.0,0.0,13.3,3.0,1.8,16,27.0,1.0,5.0,1.62,1279.0
7.0,274.0,3.0,15.6,3.0,1.8,16,27.0,1.0,5.0,2.1,1159.0
10.0,454.0,0.0,10.1,4.0,1.44,4,32.0,1.0,0.0,0.69,319.0
7.0,319.0,3.0,14.0,0.0,1.6,2,22.0,1.0,5.0,1.44,249.0
2.0,99.0,3.0,15.6,3.0,2.5,8,4.0,2.0,5.0,2.5,839.0
10.0,164.0,1.0,17.3,3.0,2.7,32,17.0,2.0,5.0,4.6,2663.0
14.0,63.0,1.0,17.3,13.0,2.9,32,27.0,2.0,5.0,3.49,5499.0
2.0,292.0,1.0,17.3,3.0,2.6,16,9.0,2.0,4.0,4.0,998.0
11.0,131.0,1.0,17.3,3.0,2.6,8,15.0,2.0,5.0,2.6,1599.0
7.0,34.0,3.0,15.6,0.0,1.6,4,9.0,1.0,4.0,1.86,288.9
0.0,45.0,3.0,15.6,3.0,2.7,4,25.0,2.0,5.0,2.2,639.0
7.0,90.0,4.0,13.3,3.0,2.7,8,27.0,1.0,5.0,1.34,1323.0
7.0,282.0,3.0,17.3,3.0,2.5,8,15.0,2.0,5.0,2.63,1080.0
0.0,54.0,3.0,15.6,0.0,1.6,4,25.0,1.0,2.0,2.4,289.0
4.0,188.0,1.0,15.6,3.0,2.8,8,9.0,2.0,5.0,2.62,1099.0
11.0,123.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.2,1299.0
4.0,173.0,3.0,15.6,3.0,2.5,4,15.0,0.0,5.0,2.3,639.0
4.0,416.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,2.18,750.0
4.0,416.0,3.0,15.6,0.0,2.0,4,9.0,0.0,2.0,2.18,455.7
10.0,356.0,0.0,14.0,9.0,2.3,8,15.0,1.0,5.0,1.36,1637.0
4.0,208.0,3.0,15.6,0.0,2.6,4,25.0,1.0,5.0,1.93,959.0
7.0,282.0,3.0,17.3,3.0,1.8,8,15.0,2.0,5.0,2.5,1045.0
4.0,419.0,3.0,15.6,3.0,2.5,4,4.0,2.0,5.0,2.18,912.5
12.0,310.0,3.0,14.0,3.0,1.44,4,24.0,1.0,5.0,1.4,249.0
4.0,173.0,3.0,15.6,3.0,2.7,8,15.0,0.0,5.0,2.2,745.0
0.0,54.0,3.0,15.6,0.0,1.6,4,25.0,1.0,2.0,2.4,289.0
2.0,474.0,3.0,15.6,13.0,2.7,8,17.0,2.0,5.0,2.0,1299.0
16.0,256.0,4.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.2,1363.0
2.0,303.0,1.0,17.3,3.0,2.5,12,4.0,2.0,5.0,2.2,1369.9
7.0,87.0,3.0,14.0,3.0,2.5,4,15.0,1.0,5.0,1.48,1590.0
4.0,188.0,1.0,15.6,3.0,2.8,16,17.0,2.0,5.0,2.62,1479.0
4.0,172.0,3.0,15.6,0.0,1.6,4,25.0,1.0,5.0,2.2,443.99
0.0,324.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.56,902.0
16.0,338.0,3.0,15.6,3.0,2.5,8,15.0,1.0,5.0,2.0,1258.0
7.0,34.0,3.0,15.6,3.0,2.0,8,15.0,1.0,5.0,1.86,539.0
7.0,277.0,3.0,14.0,0.0,2.5,4,25.0,1.0,5.0,2.31,1189.0
2.0,424.0,3.0,15.6,0.0,1.1,4,9.0,1.0,2.0,2.0,274.99
2.0,436.0,3.0,15.6,0.0,2.5,4,25.0,2.0,5.0,2.2,720.32
7.0,274.0,3.0,15.6,3.0,2.5,4,15.0,1.0,5.0,2.04,839.0
7.0,274.0,3.0,15.6,0.0,2.5,4,15.0,1.0,5.0,2.04,979.0
7.0,274.0,3.0,15.6,3.0,2.4,4,3.0,1.0,5.0,2.1,705.5
2.0,439.0,3.0,17.3,2.0,1.6,4,9.0,2.0,5.0,2.8,530.0
4.0,175.0,3.0,13.3,3.0,2.3,8,9.0,1.0,5.0,1.62,649.0
4.0,187.0,1.0,15.6,13.0,2.6,16,4.0,2.0,5.0,2.72,1099.0
7.0,16.0,3.0,15.6,3.0,2.5,4,15.0,0.0,5.0,1.91,478.89
10.0,356.0,4.0,14.0,3.0,2.5,8,14.0,1.0,5.0,1.13,1875.0
2.0,297.0,1.0,15.6,3.0,2.6,16,4.0,2.0,5.0,2.59,1339.0
4.0,38.0,1.0,17.3,3.0,2.8,16,4.0,2.0,5.0,4.42,3012.77
4.0,186.0,0.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.6,1199.0
10.0,163.0,1.0,17.3,3.0,2.7,32,28.0,2.0,5.0,4.6,3240.0
10.0,147.0,3.0,15.6,0.0,3.6,8,9.0,0.0,5.0,2.2,429.0
10.0,339.0,3.0,13.3,3.0,2.5,8,15.0,1.0,5.0,1.44,949.0
10.0,442.0,0.0,14.0,3.0,2.3,4,3.0,1.0,5.0,1.8,833.01
2.0,420.0,3.0,15.6,0.0,3.0,4,9.0,0.0,5.0,1.68,469.0
4.0,207.0,3.0,14.0,0.0,2.5,4,25.0,1.0,5.0,1.6,875.0
10.0,399.0,3.0,15.6,3.0,2.0,4,3.0,1.0,4.0,1.85,403.5
0.0,321.0,4.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.8,919.0
10.0,452.0,0.0,14.0,3.0,2.7,16,27.0,1.0,5.0,1.38,1749.0
10.0,351.0,3.0,14.0,3.0,2.5,8,15.0,1.0,5.0,1.65,1345.0
7.0,0.0,3.0,14.0,0.0,1.6,8,21.0,1.0,5.0,1.94,389.0
1.0,223.0,4.0,12.0,7.0,1.1,8,14.0,1.0,3.0,0.92,1300.0
4.0,178.0,3.0,15.6,0.0,2.7,12,9.0,1.0,5.0,2.3,713.07
10.0,392.0,3.0,15.6,0.0,2.3,4,25.0,1.0,4.0,2.1,398.0
7.0,241.0,3.0,15.6,3.0,2.9,6,1.0,0.0,5.0,2.04,549.99
10.0,148.0,3.0,15.6,3.0,2.9,4,15.0,0.0,5.0,2.2,399.0
10.0,167.0,3.0,15.6,0.0,1.8,12,9.0,1.0,5.0,2.2,609.0
18.0,228.0,4.0,13.3,3.0,2.5,8,15.0,2.0,4.0,1.3,999.9
