id,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
841,HP,EliteBook 820,Ultrabook,12.5,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.26,1349.0
356,Dell,Alienware 17,Gaming,17.3,2560x1440,2.9,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,2799.0
267,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,2.0,8,256GB SSD,Nvidia,No OS,2.2,499.0
425,HP,250 G5,Notebook,15.6,1366x768,1.6,4,1TB HDD,Intel,Windows 10,1.96,500.0
465,HP,ZBook Studio,Workstation,15.6,1920x1080,2.7,8,8GB SSD,Nvidia,Windows 10,2.0,2249.0
755,Huawei,MateBook X,Ultrabook,13.0,2160x1440,2.5,8,256GB SSD,Intel,Windows 10,1.05,1349.0
754,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,2.8,16,512GB SSD +  1TB HDD,Nvidia,Windows 10,3.2,1749.0
598,HP,Probook 440,Notebook,14.0,1366x768,2.4,4,500GB HDD,Intel,Windows 10,1.64,684.0
48,HP,ProBook 450,Notebook,15.6,1920x1080,1.6,8,1TB HDD,Intel,Windows 10,2.1,794.0
434,Acer,Swift 3,Notebook,14.0,1920x1080,2.4,4,128GB SSD,Intel,Windows 10,1.8,636.0
328,Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,2.2,1399.0
1051,Samsung,Chromebook 3,Netbook,11.6,1366x768,1.6,4,16GB Flash Storage,Intel,Chrome OS,1.15,269.0
248,Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.2,4,500GB HDD,Intel,Windows 10,2.1,447.0
100,Dell,Latitude 5480,Notebook,14.0,1920x1080,2.5,8,128GB SSD,Intel,Windows 10,1.6,1119.0
575,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,2.0,4,1TB HDD,AMD,No OS,1.9,368.0
561,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1.6,8,256GB SSD,AMD,Linux,2.2,677.35
814,Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,2.3,1349.0
1028,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,1920x1080,2.7,8,256GB SSD,Intel,No OS,1.7,599.0
453,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,2.8,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1189.0
68,Dell,Vostro 3568,Notebook,15.6,1366x768,2.0,4,1TB HDD,Intel,Linux,2.18,443.9
729,Dell,Inspiron 7577,Gaming,15.6,1920x1080,2.5,8,1TB HDD,Nvidia,Windows 10,2.65,999.0
759,Toshiba,Tecra Z40-C-12X,Notebook,14.0,1920x1080,2.3,4,128GB SSD,Intel,Windows 10,1.47,1105.0
359,Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.7,999.0
493,Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,2.7,24,512GB SSD,Intel,Windows 10,1.32,2382.0
692,Apple,MacBook Pro,Ultrabook,15.4,2880x1800,2.8,16,256GB SSD,AMD,macOS,1.83,2439.97
24,MSI,GP72M 7REX,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1492.8
856,Dell,Precision 7520,Workstation,15.6,3840x2160,3.0,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.8,3055.0
704,Dell,Inspiron 3552,Notebook,15.6,1366x768,1.6,2,500GB HDD,Intel,Windows 10,2.2,379.0
1171,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,2.3,4,500GB HDD,Intel,Windows 10,2.1,540.0
354,Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.9,1407.0
590,Dell,Alienware 15,Gaming,15.6,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.21,2774.63
413,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1.6,4,256GB SSD,Intel,Windows 10,1.8,829.0
1157,Dell,Inspiron 3567,Notebook,15.6,1920x1080,2.0,4,256GB SSD,AMD,Linux,2.2,485.0
0,Dell,XPS 13,Ultrabook,13.3,3200x1800,2.5,8,256GB SSD,Intel,Windows 10,1.3,1268.0
626,MSI,GP72VR Leopard,Gaming,17.3,1920x1080,2.8,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1486.77
677,HP,Probook 440,Notebook,14.0,1920x1080,1.8,8,256GB SSD,Intel,Windows 10,1.63,988.0
637,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,1.8,8,256GB SSD,AMD,Windows 10,1.4,955.0
1211,HP,ProBook 650,Notebook,15.6,1366x768,2.3,4,500GB HDD,Intel,Windows 10,2.31,705.15
245,Dell,Precision 3520,Workstation,15.6,1920x1080,3.0,8,64GB Flash Storage +  1TB HDD,Nvidia,Windows 10,2.23,1993.0
1094,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,2.5,4,128GB SSD,Intel,Windows 10,1.8,638.0
388,Dell,XPS 15,Notebook,15.6,1920x1080,2.8,16,512GB SSD,Nvidia,Windows 10,2.06,1899.0
1280,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.38,1079.0
593,Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,1.6,4,1TB HDD,Nvidia,Windows 10,2.2,613.0
352,Asus,Rog Strix,Gaming,17.3,1920x1080,3.0,8,256GB SSD +  1TB HDD,AMD,Windows 10,3.2,1299.0
955,Dell,Inspiron 3567,Notebook,15.6,1920x1080,2.0,4,256GB SSD,AMD,Windows 10,2.2,498.9
713,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.9,938.0
379,HP,ProBook 450,Notebook,15.6,1920x1080,2.4,8,1TB HDD,Nvidia,Windows 10,2.1,716.0
16,HP,ProBook 430,Notebook,13.3,1920x1080,2.4,4,128GB SSD,Intel,Windows 10,1.49,719.0
1005,HP,EliteBook 850,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.84,1228.99
1053,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1.1,4,128GB SSD,Intel,Windows 10,2.2,349.0
669,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.38,1349.0
402,Dell,Inspiron 5567,Notebook,15.6,1920x1080,2.7,16,2TB HDD,AMD,Windows 10,2.32,989.99
849,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,1.1,8,256GB Flash Storage,Intel,Mac OS X,0.92,1163.0
323,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,3.1,8,256GB SSD,Intel,macOS,1.37,1803.6
615,HP,Chromebook 13,Notebook,13.3,3200x1800,1.5,4,32GB Flash Storage,Intel,Chrome OS,1.29,615.0
389,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,2.3,830.0
1084,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,1.6,8,256GB SSD +  1TB HDD,AMD,Windows 10,2.1,1144.5
1261,MSI,GE63VR 7RF,Gaming,15.6,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.8,2099.0
562,Dell,Inspiron 5767,Notebook,17.3,1920x1080,2.7,8,1TB HDD,AMD,Linux,2.83,865.0
768,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,1920x1080,2.4,4,128GB SSD,Intel,Windows 10,1.5,549.0
164,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,1.8,16,512GB SSD,Intel,Windows 10,1.4,2099.0
525,Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,1.6,4,16GB Flash Storage,Intel,Chrome OS,1.5,325.0
134,Dell,Inspiron 7577,Gaming,15.6,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.65,1499.0
743,Asus,ROG Strix,Gaming,15.6,1920x1080,2.5,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.3,1649.0
821,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,2.0,4,128GB SSD,Intel,Windows 10,2.2,499.0
836,Toshiba,Tecra Z50-C-140,Notebook,15.6,1920x1080,2.6,16,256GB SSD,Nvidia,Windows 10,2.4,1975.0
824,Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,1.6,4,500GB HDD,Intel,Windows 10,1.47,479.0
464,Toshiba,Tecra A40-C-1DF,Notebook,14.0,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.95,1180.0
410,Dell,Inspiron 5567,Notebook,15.6,1920x1080,2.7,16,256GB SSD,AMD,Windows 10,2.3,1181.27
1302,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,1.8,8,256GB SSD,AMD,Windows 10,2.1,1229.56
129,HP,Pavilion x360,2 in 1 Convertible,15.6,1366x768,2.5,4,500GB HDD,Intel,Windows 10,2.3,684.8
700,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.8,1669.0
127,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,2.7,4,1TB HDD,Intel,Windows 10,1.85,779.0
1228,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,1920x1080,2.7,16,512GB SSD,Nvidia,Windows 10,1.63,1468.0
203,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,1.1,4,32GB Flash Storage,Intel,Windows 10,1.3,260.0
262,HP,Elitebook 820,Ultrabook,12.5,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.26,1335.0
883,Dell,Alienware 17,Gaming,17.3,1920x1080,2.6,32,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,2800.0
976,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,2.7,16,512GB SSD,Intel,Windows 10,1.7,2299.0
484,Acer,Predator G9-793,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.2,2599.0
148,Lenovo,Thinkpad T570,Workstation,15.6,3840x2160,2.8,16,512GB SSD,Nvidia,Windows 10,2.3,2445.0
893,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,2.7,4,500GB HDD,AMD,Windows 10,2.1,689.0
798,Acer,Aspire 3,Notebook,15.6,1366x768,3.0,4,1TB HDD,AMD,Windows 10,2.1,395.0
219,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,1.1,4,32GB Flash Storage,Intel,Windows 10,1.5,375.0
969,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,No OS,2.2,549.0
1046,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,2.0,4,1TB HDD,Nvidia,Windows 10,2.23,544.0
252,Dell,Inspiron 7559,Gaming,15.6,1920x1080,2.6,16,1TB HDD,Nvidia,Windows 10,2.59,879.01
796,Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,1.8,8,512GB SSD,Intel,Windows 10,1.19,1499.0
220,Dell,XPS 15,Notebook,15.6,3840x2160,2.8,32,1TB SSD,Nvidia,Windows 10,2.06,2639.0
882,HP,Probook 470,Notebook,17.3,1920x1080,1.8,16,512GB SSD,Nvidia,Windows 10,2.5,1271.0
1016,MSI,GL62M 7RD,Gaming,15.6,1920x1080,2.5,8,256GB SSD,Nvidia,Windows 10,2.4,1199.0
403,Acer,Aspire 3,Notebook,15.6,1366x768,3.0,4,128GB SSD,AMD,Windows 10,2.1,426.0
292,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.32,1799.0
571,Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,2.6,8,256GB SSD,Intel,Windows 7,1.7,1499.0
360,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,2.0,4,256GB SSD,Intel,No OS,2.2,444.0
1026,Acer,Aspire 7,Notebook,15.6,1920x1080,2.8,8,1TB HDD,Nvidia,Linux,2.4,779.0
141,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.31,1599.0
1065,Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.4,4,500GB HDD,Intel,Windows 10,2.0,489.0
471,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1.6,8,256GB SSD,AMD,Windows 10,2.2,797.41
1017,Asus,Rog Strix,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.73,2049.9
600,Dell,Inspiron 3552,Notebook,15.6,1366x768,1.6,4,500GB HDD,Intel,Windows 10,1.8,309.0
1011,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1366x768,1.5,2,32GB SSD,Intel,Chrome OS,1.3,174.0
643,Asus,Zenbook Flip,Ultrabook,13.3,1920x1080,2.7,16,512GB SSD,Intel,Windows 10,1.1,1748.9
553,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,1.6,4,256GB SSD,AMD,Windows 10,1.4,818.35
1086,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,1.1,4,1TB HDD,Intel,No OS,2.2,359.99
1059,Dell,Vostro 3568,Notebook,15.6,1920x1080,2.5,4,128GB SSD,AMD,Linux,2.18,569.0
288,HP,ProBook 430,Notebook,13.3,1920x1080,1.6,4,128GB SSD,Intel,Windows 10,1.49,726.0
230,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1366x768,1.8,4,500GB HDD,AMD,Windows 10,1.86,297.0
611,HP,Probook 430,Notebook,13.3,1366x768,2.4,4,500GB HDD,Intel,Windows 10,1.49,800.0
911,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,1.5,4,500GB HDD,AMD,Windows 10,2.1,330.0
1212,HP,EliteBook 850,Notebook,15.6,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.84,1219.0
1139,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,2.7,8,1TB HDD,Nvidia,No OS,2.2,685.0
1226,Dell,Vostro 5468,Notebook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.6,859.0
418,HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.11,1149.0
162,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,1.1,4,32GB Flash Storage,Intel,Windows 10,1.63,299.0
49,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,1920x1080,1.1,4,32GB SSD,Intel,Windows 10,1.16,299.0
980,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,2.0,4,500GB HDD,Intel,No OS,2.1,349.0
970,MSI,GT62VR 6RD,Gaming,15.6,1920x1080,2.6,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.94,1819.0
367,HP,250 G6,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.86,690.0
239,HP,250 G6,Notebook,15.6,1920x1080,2.0,4,500GB HDD,Intel,No OS,1.86,344.99
778,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2.5,8,256GB SSD,Intel,Windows 10,1.27,2339.0
17,Dell,Latitude E5570,Notebook,15.6,1366x768,2.3,4,500GB HDD,Intel,Linux,2.09,523.63
784,Dell,Latitude E5270,Ultrabook,12.5,1366x768,2.3,8,256GB SSD,Intel,Windows 7,1.5,1413.1
1121,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1.6,8,256GB SSD,Intel,Windows 10,1.1,1315.0
422,Asus,Vivobook E200HA,Netbook,11.6,1366x768,1.44,2,32GB Flash Storage,Intel,Windows 10,0.98,191.9
1042,HP,Omen 17-w207nv,Gaming,17.3,1920x1080,2.8,12,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.35,1999.0
842,Dell,XPS 15,Notebook,15.6,3840x2160,2.5,8,256GB SSD,Nvidia,Windows 10,2.06,1749.0
1260,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,2.0,4,500GB HDD,Intel,Windows 10,2.1,489.9
460,HP,ZBook 17,Workstation,15.6,1920x1080,2.8,8,256GB SSD,Nvidia,Windows 10,3.14,2064.9
985,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,1920x1080,2.4,6,256GB SSD,Nvidia,Windows 10,2.0,577.0
614,MSI,GS60 Ghost,Gaming,15.6,1920x1080,2.6,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,1.91,2153.37
176,Fujitsu,LifeBook A557,Notebook,15.6,1366x768,2.5,8,256GB SSD,Intel,Windows 10,2.2,799.0
167,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2.5,8,256GB SSD,Intel,Windows 10 S,1.25,1340.0
78,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1.1,4,500GB HDD,Intel,Windows 10,2.2,344.0
1201,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,2.8,8,256GB SSD +  1TB HDD,Nvidia,No OS,2.4,1149.0
676,Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,2.9,16,256GB SSD,Nvidia,Windows 10,3.6,2999.0
1131,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,2.0,945.0
1220,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,2.6,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.6,1272.0
511,HP,Stream 11-Y000na,Netbook,11.6,1366x768,1.6,2,32GB Flash Storage,Intel,Windows 10,1.17,209.0
1050,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920x1080,2.3,6,128GB SSD,Nvidia,Windows 10,2.4,569.0
574,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2.3,8,256GB SSD,Intel,macOS,1.37,1518.55
1108,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,2.6,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,4.3,2299.0
331,Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.99,1749.0
380,Acer,Aspire 3,Notebook,15.6,1366x768,2.5,4,256GB SSD,Intel,Windows 10,2.1,599.0
94,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.1,1358.0
1091,Lenovo,Thinkpad X1,Ultrabook,14.0,1920x1080,2.7,8,512GB SSD,Intel,Windows 10,1.13,2499.0
533,Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.1,4,128GB SSD,Intel,Windows 10,2.1,498.0
1093,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,2.0,4,128GB SSD,Intel,No OS,2.2,369.0
31,HP,Pavilion 15-CK000nv,Ultrabook,15.6,1920x1080,1.8,8,256GB SSD,Nvidia,Windows 10,1.83,699.0
522,Asus,Zenbook UX430UA,Ultrabook,14.0,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.25,1049.0
470,Asus,Vivobook Max,Notebook,15.6,1920x1080,1.1,8,128GB SSD,Intel,Windows 10,2.0,581.9
950,Dell,Inspiron 5567,Notebook,15.6,1920x1080,2.7,16,256GB SSD,AMD,Linux,2.36,899.0
1165,Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,1.2,8,64GB Flash Storage,Intel,Chrome OS,1.2,1159.0
1170,HP,ZBook 17,Workstation,17.3,1920x1080,2.6,8,256GB SSD,Nvidia,Windows 7,3.0,3949.4
735,Dell,Precision 3520,Workstation,15.6,1920x1080,2.7,16,256GB SSD,Nvidia,Windows 10,2.17,1975.0
523,Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.58,1480.0
681,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,2.3,8,1TB HDD,AMD,No OS,2.32,599.0
694,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,2.7,16,256GB SSD,Intel,Windows 10,0.81,1649.0
728,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,1.2,8,256GB SSD,Intel,macOS,0.92,1262.4
932,HP,ProBook 470,Notebook,17.3,1920x1080,1.6,8,1TB HDD,Nvidia,Windows 10,2.5,896.0
873,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,1920x1080,2.8,8,256GB SSD,Nvidia,Windows 10,2.5,999.0
144,HP,ProBook 470,Notebook,17.3,1920x1080,1.6,8,1TB HDD,Nvidia,Windows 10,2.5,914.0
378,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,2.5,6,1TB HDD,Intel,Windows 10,2.4,564.0
982,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,1366x768,2.5,8,1TB HDD,Intel,Windows 10,2.04,559.0
341,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,2.7,4,1TB HDD,Nvidia,Windows 10,2.2,799.0
311,Asus,Rog Strix,Gaming,17.3,1920x1080,3.0,16,256GB SSD +  1TB HDD,AMD,Windows 10,3.2,1549.0
953,HP,ProBook 470,Notebook,17.3,1600x900,2.5,8,1TB HDD,Nvidia,Windows 10,2.63,910.0
232,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,2.0,6,1TB HDD,AMD,Windows 10,2.04,539.0
983,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,1.1,4,128GB SSD,Intel,No OS,1.9,270.62
165,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,2.3,8,1.0TB HDD,AMD,Windows 10,3.0,659.0
538,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,2.5,4,1TB HDD +  1TB HDD,Intel,Windows 10,2.1,621.45
1096,HP,ProBook 430,Notebook,13.3,1920x1080,1.6,8,512GB SSD,Intel,Windows 10,1.49,959.0
449,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1.8,8,512GB SSD +  512GB SSD,Intel,Windows 10,1.1,1499.0
1290,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,2.0,8,1TB HDD,Intel,Windows 10,2.54,489.0
665,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,1.1,4,1TB HDD,Intel,No OS,1.9,252.36
693,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,2.5,8,128GB SSD +  1TB HDD,AMD,Windows 10,1.9,813.0
270,Dell,Inspiron 3567,Notebook,15.6,1366x768,2.0,4,1TB HDD,AMD,Windows 10,2.2,545.67
519,HP,Omen 15-AX205na,Gaming,15.6,1920x1080,2.8,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.2,1099.0
710,Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,2.6,8,256GB SSD,Intel,Windows 10,1.36,1760.0
236,HP,ProBook 440,Notebook,14.0,1920x1080,1.6,8,256GB SSD,Intel,Windows 10,1.63,860.0
1194,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1.8,8,256GB SSD,AMD,Linux,2.14,735.07
1075,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,1.44,2,32GB Flash Storage,Intel,Windows 10,1.45,210.8
498,HP,Omen -,Gaming,17.3,1920x1080,2.3,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,3.35,1129.0
135,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,2.7,8,256GB SSD +  1TB HDD,Intel,Windows 10,2.0,1224.0
1241,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,2.5,6,1TB HDD,Nvidia,Windows 10,2.8,649.0
67,HP,EliteBook 820,Ultrabook,12.5,1920x1080,2.3,4,500GB HDD,Intel,Windows 10,1.26,1579.0
964,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,1.1,4,500GB HDD,Intel,Linux,2.0,224.0
39,Dell,Inspiron 5567,Notebook,15.6,1920x1080,2.7,8,256GB SSD,AMD,Windows 10,2.33,899.0
703,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,1.6,6,256GB SSD,AMD,Windows 10,1.91,619.0
568,Dell,Latitude 7280,Ultrabook,12.5,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.36,1472.2
563,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.32,1499.0
591,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,2.5,8,256GB SSD,AMD,Windows 10,2.08,959.0
921,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1.8,8,128GB SSD +  2TB HDD,AMD,Windows 10,2.2,985.0
481,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,1920x1080,2.8,12,1TB HDD,Nvidia,Linux,3.0,949.0
1140,Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,2.5,8,500GB HDD,Intel,Windows 10,2.0,1064.0
249,Dell,Precision M5520,Workstation,15.6,1920x1080,2.8,8,256GB SSD,Nvidia,Windows 10,1.78,2408.0
510,Acer,Swift 3,Ultrabook,14.0,1920x1080,1.8,8,256GB SSD,Intel,Windows 10,1.6,884.0
455,Dell,Inspiron 3567,Notebook,15.6,1366x768,2.4,8,1TB HDD,Intel,Windows 10,2.3,469.01
767,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,1920x1080,2.7,8,512GB SSD,Intel,Windows 10,1.1,1790.0
225,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,2.0,4,128GB SSD,Intel,Windows 10,2.1,429.0
963,Dell,Latitude 3380,Notebook,13.3,1366x768,2.0,4,500GB HDD,Intel,Windows 10,1.65,849.0
208,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,2.5,4,128GB SSD,Intel,Windows 10,1.8,638.0
150,Asus,VivoBook Max,Notebook,15.6,1366x768,2.5,4,256GB SSD,Intel,Windows 10,2.0,586.19
850,HP,ProBook 440,Notebook,15.6,1366x768,2.0,4,128GB SSD,Intel,Windows 10,1.63,689.0
196,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.3,1034.0
1031,HP,ProBook 450,Notebook,15.6,1920x1080,2.4,4,500GB HDD,Intel,Windows 10,2.04,685.0
597,MSI,GS40 Phantom,Gaming,14.0,1920x1080,2.6,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,1.7,1769.0
105,HP,ProBook 450,Notebook,15.6,1366x768,2.5,8,1TB HDD,Nvidia,Windows 10,2.04,846.5
